SerialNo,RespSex,Age_Banded,age_dv,Country_DV,surveyyear,bhhsize,below16,Below6,hhdinc,workstat,marstat2,bethnicity,Region_DV,Religion_DV,WIMD_2014_quintile,NIMD_2010_quintile,UrbanRuralInd,psu_dv,stratum_dv,combinedW1_4weight,countryW1_4weight,dietary,fdreac_dv,Q2_14sub_DV,Q2_14su2_DV,Q2_14su3_DV,Q2_14su4_DV,Q2_14su5_DV,Q2_14su6_DV,Q2_14su7_DV,Q2_14su8_DV,q2_14su9_DV,q2_14s10_DV,q2_14s11_DV,Q2_14s12_DV,Q2_14s13_DV,Q2_14s14_DV,Q2_14s15_DV,q2_14s16_DV,Q3_1,q3_131,Q6_4,Q11_8bDV,Q11_8bD2,Q11_8bD3,Q11_8bD4,Q11_8bD5,Q11_8bD6,Q11_8bD7,Q11_8bD8,Q11_8bD9,Q11_8b18,Q11_8b19,Q11_8b20,Q11_8b22,Q11_8b23,w3w2_Q11_8b_15,Q11_8b21,W3_Q11_8b_19,Q11_8b24,Q11_8b25,Q11_8b25v2,bpoison,Q4_27_6_Slice
306508,2,10,-1,1,3,2,2,-1,-9,1,1,1,4,1,-1,-1,1,1518,595,1.00446491,0.718052064,3,0,4,-1,-1,4,-1,6,1,6,-1,-1,-1,1,3,3,8,-1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4
308595,1,7,-1,1,3,5,1,-1,-9,4,2,2,2,2,-1,-1,1,1034,626,3.035844152,2.170204394,3,1,4,-1,-1,1,-1,8,1,8,-1,-1,-1,1,3,3,8,-1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
309563,2,8,-1,1,3,1,2,-1,3,1,2,1,2,3,-1,-1,1,1034,626,0.696098214,0.497612963,3,0,4,-1,-1,5,-1,7,1,4,-1,-1,-1,1,3,1,6,-1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-8,4
310644,2,9,-1,1,3,1,2,-1,2,1,2,1,7,3,-1,-1,1,1791,614,0.84124523,0.601372799,3,0,2,-1,-1,1,-1,3,1,2,-1,-1,-1,2,2,2,3,-1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
306423,1,12,-1,1,3,2,2,-1,3,1,1,1,7,1,-1,-1,1,1791,614,3.361962633,2.403333542,3,0,4,-1,-1,5,-1,4,1,5,-1,-1,-1,8,7,1,8,-1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
307257,2,12,-1,1,3,2,2,-1,2,2,1,1,7,1,-1,-1,1,1791,614,2.078638307,1.485935958,3,0,4,-1,-1,4,-1,8,2,4,-1,-1,-1,4,8,4,4,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
306235,2,10,-1,1,3,2,2,-1,3,1,1,1,1,1,-1,-1,1,1197,603,0.943203279,0.674258558,3,0,4,-1,-1,3,-1,8,8,4,-1,-1,-1,1,4,4,8,-1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
300193,2,11,-1,1,3,1,2,-1,2,1,2,1,1,1,-1,-1,1,1197,603,0.454985657,0.325251174,3,0,7,-1,-1,3,-1,4,1,5,-1,-1,-1,1,2,3,6,-1,1,0,2,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,1
307397,1,12,-1,1,3,1,2,-1,2,2,2,1,1,1,-1,-1,1,1197,603,0.471178627,0.336826884,3,0,5,-1,-1,4,-1,3,1,3,-1,-1,-1,1,7,1,5,-1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2
305140,2,10,-1,1,3,2,2,-1,3,1,2,1,9,3,-1,-1,1,1409,601,1.171269885,0.837294315,3,0,3,-1,-1,4,-1,2,1,1,-1,-1,-1,4,4,4,7,-1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4
301379,2,9,-1,1,3,3,1,-1,2,1,1,1,6,1,-1,-1,1,1600,522,1.228685951,0.87833878,3,0,3,-1,-1,3,-1,3,3,3,-1,-1,-1,1,3,3,4,-1,3,0,3,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3
300138,1,10,-1,1,3,1,2,-1,1,4,2,1,6,3,-1,-1,1,1600,522,0.68427691,0.489162382,3,0,3,-1,-1,2,-1,6,5,7,-1,-1,-1,1,1,7,8,-1,1,0,4,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5
306321,1,11,-1,1,3,2,2,-1,2,2,1,2,5,2,-1,-1,1,1360,683,1.256859891,0.898479211,3,1,8,-1,-1,4,-1,8,5,4,-1,-1,-1,5,1,3,8,-1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4
306833,1,8,-1,1,3,2,2,-1,-9,3,2,1,5,3,-1,-1,1,1360,683,1.587041387,1.134512847,3,0,4,-1,-1,3,-1,4,4,3,-1,-1,-1,1,2,3,8,-1,3,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3
305426,2,9,-1,1,3,1,2,-1,3,1,2,1,5,1,-1,-1,1,1360,683,0.564203639,0.40332677,3,0,4,-1,-1,8,-1,7,1,3,-1,-1,-1,1,1,1,7,-1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4
302679,2,9,-1,1,3,2,1,-1,1,1,2,1,5,1,-1,-1,1,1360,683,0.564203639,0.40332677,3,0,8,-1,-1,1,-1,7,1,7,-1,-1,-1,1,4,4,7,-1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4
310940,2,8,-1,1,3,3,1,-1,3,1,2,1,5,1,-1,-1,1,1360,683,1.436183047,1.026670212,3,0,4,-1,-1,4,-1,8,1,3,-1,-1,-1,1,2,1,8,-1,4,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2
300079,2,9,-1,1,3,4,1,-1,-9,4,1,1,5,1,-1,-1,1,1360,683,1.112248566,0.795102319,3,0,8,-1,-1,3,-1,2,1,4,-1,-1,-1,1,3,4,7,-1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
304904,1,12,-1,1,3,1,2,-1,2,2,1,1,4,1,-1,-1,1,1448,595,0.520106941,0.371803792,3,0,3,-1,-1,4,-1,6,3,3,-1,-1,-1,1,4,3,7,-1,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
302450,2,11,-1,1,3,2,2,-1,3,2,1,1,4,3,-1,-1,1,1448,595,0.990081044,0.70776961,3,0,8,-1,-1,7,-1,8,3,6,-1,-1,-1,1,2,2,7,-1,2,1,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
300598,1,12,-1,1,3,1,2,-1,2,2,2,1,4,3,-1,-1,1,1448,595,0.520106941,0.371803792,3,0,8,-1,-1,4,-1,8,3,3,-1,-1,-1,1,8,1,8,-1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5
307176,1,10,-1,1,3,2,2,-1,4,1,1,1,5,3,-1,-1,2,1775,605,1.422994035,1.017241911,3,0,4,-1,-1,4,-1,4,3,4,-1,-1,-1,7,4,3,7,-1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
300050,2,12,-1,1,3,1,2,-1,2,2,2,1,5,1,-1,-1,2,1775,605,0.69704722,0.498291369,3,0,4,-1,-1,4,-1,4,4,8,-1,-1,-1,4,5,3,8,-1,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
302733,1,8,-1,1,3,1,2,-1,3,1,2,1,5,3,-1,-1,2,1775,605,0.866080568,0.619126596,3,0,6,-1,-1,4,-1,6,4,4,-1,-1,-1,1,2,2,6,-1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3
307908,2,12,-1,1,3,1,2,-1,2,2,2,1,5,1,-1,-1,2,1775,605,0.69704722,0.498291369,3,0,4,-1,-1,4,-1,3,4,4,-1,-1,-1,6,8,2,8,-1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3
306228,2,12,-1,1,3,2,2,-1,-9,2,1,1,8,3,-1,-1,1,1657,629,1.448066314,1.035165088,3,0,4,-1,-1,3,-1,5,1,4,-1,-1,-1,1,4,1,8,-1,2,1,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
304237,2,10,-1,1,3,2,2,-1,-9,1,1,1,8,1,-1,-1,1,1657,629,1.130796707,0.808361648,1,0,8,-1,-1,8,-1,8,4,4,-1,-1,-1,1,1,1,8,-1,3,1,5,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4
307805,1,12,-1,1,3,2,2,-1,4,1,1,1,8,1,-1,-1,1,1657,629,1.278122406,0.913678939,3,0,4,-1,-1,3,-1,4,4,4,-1,-1,-1,1,3,1,3,-1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5
309065,1,12,-1,1,3,2,2,-1,-9,2,1,1,8,-9,-1,-1,2,1657,629,1.171041836,0.837131292,3,0,3,-1,-1,4,-1,4,1,1,-1,-1,-1,1,2,1,8,-1,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5
300645,1,12,-1,1,3,1,2,-1,2,2,2,1,4,3,-1,-1,1,1442,671,0.520106941,0.371803792,3,0,8,-1,-1,3,-1,6,5,5,-1,-1,-1,1,4,1,8,-1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
305777,1,8,-1,1,3,2,2,-1,2,3,1,1,8,3,-1,-1,1,1714,629,2.472724702,1.767652668,3,0,5,-1,-1,2,-1,5,1,3,-1,-1,-1,1,1,1,5,-1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
308437,2,12,-1,1,3,1,2,-1,1,2,2,1,8,1,-1,-1,1,1714,629,0.724033157,0.517582544,3,0,3,-1,-1,4,-1,6,4,5,-1,-1,-1,1,8,2,8,-1,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
308317,2,10,-1,1,3,2,2,-1,4,1,1,2,8,3,-1,-1,1,1714,629,1.172093168,0.837882848,3,0,4,-1,-1,4,-1,5,4,4,-1,-1,-1,1,1,1,8,-1,1,0,2,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,5
306411,1,9,-1,1,3,4,1,-1,3,1,1,2,6,1,-1,-1,1,1542,690,1.549451881,1.107641602,3,0,8,-1,-1,4,-1,8,5,3,-1,-1,-1,2,8,3,8,-1,3,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
306639,2,11,-1,1,3,2,2,-1,-9,3,1,1,6,1,-1,-1,1,1542,690,1.168420771,0.835257597,3,0,4,-1,-1,3,-1,4,4,3,-1,-1,-1,4,1,1,8,-1,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
302477,2,9,-1,1,3,1,2,-1,1,3,2,1,6,1,-1,-1,1,1542,690,0.605545628,0.432880516,3,0,6,-1,-1,5,-1,4,1,4,-1,-1,-1,1,4,3,5,-1,1,1,2,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2,2
302438,2,12,-1,1,3,2,2,-1,3,1,1,1,2,1,-1,-1,2,1082,656,1.371029938,0.980094843,3,0,2,-1,-1,4,-1,8,1,2,-1,-1,-1,1,3,1,8,-1,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
308825,1,12,-1,1,3,1,2,-1,1,2,1,1,2,1,-1,-1,2,1082,656,0.546432949,0.390623209,3,0,8,-1,-1,8,-1,8,1,3,-1,-1,-1,1,4,2,5,-1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4
303004,2,12,-1,1,3,1,2,-1,1,2,2,1,2,3,-1,-1,2,1082,656,0.675698444,0.483029977,3,0,7,-1,-1,2,-1,7,1,8,-1,-1,-1,1,7,2,8,-1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4
310561,2,10,-1,1,3,2,2,-1,3,1,1,1,2,1,-1,-1,2,1082,656,1.055307436,0.754397367,3,0,4,-1,-1,4,-1,4,1,2,-1,-1,-1,3,1,4,7,-1,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3
303792,2,9,-1,1,3,3,1,-1,4,1,1,2,8,1,-1,-1,1,1379,565,1.172093168,0.837882848,3,0,3,-1,-1,3,-1,3,3,4,-1,-1,-1,1,8,3,8,-1,1,1,3,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2
300951,2,10,-1,1,3,5,1,-1,4,4,1,1,8,1,-1,-1,1,1379,565,1.671905668,1.195178951,3,0,5,-1,-1,1,-1,5,1,4,-1,-1,-1,1,6,3,8,-1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3
300531,1,9,-1,1,3,5,1,-1,-9,1,1,2,5,2,-1,-1,1,1695,683,1.422994035,1.017241911,3,0,1,-1,-1,3,-1,8,1,1,-1,-1,-1,3,6,1,8,-1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
307637,1,11,-1,1,3,1,2,-1,4,4,2,1,5,1,-1,-1,1,1695,683,0.628429946,0.449239606,3,0,5,-1,-1,3,-1,3,4,3,-1,-1,-1,5,8,4,3,-1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
309553,1,9,-1,1,3,1,2,-1,-9,3,2,2,5,2,-1,-1,1,1695,683,1.303776178,0.932017801,3,1,5,-1,-1,5,-1,8,2,3,-1,-1,-1,2,4,2,7,-1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
310571,2,9,-1,1,3,3,1,-1,4,1,2,2,5,1,-1,-1,1,1695,683,0.564203639,0.40332677,3,0,4,-1,-1,4,-1,5,1,3,-1,-1,-1,3,3,2,3,-1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
306668,1,10,-1,1,3,2,2,-1,3,1,1,2,5,1,-1,-1,1,1695,683,1.422994035,1.017241911,3,0,5,-1,-1,4,-1,3,3,3,-1,-1,-1,3,6,3,8,-1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
310359,2,8,-1,1,3,2,1,-1,-9,4,2,2,5,1,-1,-1,1,1695,683,0.707808504,0.505984184,3,0,4,-1,-1,4,-1,7,2,7,-1,-1,-1,4,4,3,8,-1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
310285,2,10,-1,1,3,1,2,-1,3,1,1,1,8,1,-1,-1,2,1404,629,0.565398353,0.404180824,3,0,4,-1,-1,3,-1,8,1,3,-1,-1,-1,1,8,1,8,-1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
304391,2,12,-1,1,3,2,2,-1,4,2,1,1,8,1,-1,-1,2,1404,629,0.724033157,0.517582544,3,0,4,-1,-1,4,-1,5,2,4,-1,-1,-1,1,3,2,8,-1,1,1,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,5
310223,1,8,-1,1,3,2,2,-1,4,1,2,1,8,1,-1,-1,2,1714,629,1.799221144,1.286191727,3,0,4,-1,-1,2,-1,3,2,3,-1,-1,-1,1,2,1,5,-1,3,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4
308579,2,10,-1,1,3,2,2,-1,2,1,1,1,9,1,-1,-1,2,1499,659,0.585634942,0.418647158,3,0,2,-1,-1,7,-1,2,1,4,-1,-1,-1,1,2,3,8,-1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5
309754,1,5,-1,1,3,4,1,-1,4,4,2,1,9,2,-1,-1,2,1499,659,3.36943786,2.408677285,3,0,2,-1,-1,4,-1,3,2,4,-1,-1,-1,1,3,2,8,-1,4,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,4
307530,2,8,-1,1,3,4,1,-1,2,4,2,1,9,3,-1,-1,1,1499,659,0.761525542,0.544384361,3,0,6,-1,-1,4,-1,8,4,4,-1,-1,-1,8,3,1,7,-1,1,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
303850,1,12,-1,1,3,2,2,-1,3,1,1,1,9,1,-1,-1,2,1499,659,1.323868627,0.946381095,3,0,1,-1,-1,4,-1,4,3,3,-1,-1,-1,5,2,1,3,-1,3,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
301354,2,12,-1,1,3,1,2,-1,2,2,2,1,9,1,-1,-1,1,1316,520,0.749947561,0.536107722,3,0,4,-1,-1,3,-1,4,1,3,-1,-1,-1,4,2,2,7,-1,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
308309,1,8,-1,1,3,4,1,-1,2,3,2,1,9,3,-1,-1,1,1316,520,1.707485209,1.220613351,3,0,4,-1,-1,4,-1,2,1,3,-1,-1,-1,4,8,3,8,-1,3,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4
310245,2,11,-1,1,3,1,2,-1,-9,1,2,1,9,3,-1,-1,1,1316,520,0.585634942,0.418647158,3,0,5,-1,-1,4,-1,8,1,1,-1,-1,-1,1,4,1,8,-1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
302712,1,10,-1,1,3,1,2,-1,3,1,2,1,9,3,-1,-1,1,1316,520,0.737947741,0.527529527,3,0,4,-1,-1,3,-1,3,8,5,-1,-1,-1,1,4,2,6,-1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,4
310077,1,9,-1,1,3,2,2,-1,3,1,1,1,9,3,-1,-1,1,1316,520,1.530987968,1.094442484,3,0,4,-1,-1,4,-1,2,1,5,-1,-1,-1,2,4,4,8,-1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
300372,2,10,-1,1,3,3,2,-1,4,1,1,1,9,1,-1,-1,1,1316,520,1.171269885,0.837294315,3,0,1,-1,-1,3,-1,3,1,5,-1,-1,-1,2,3,1,8,-1,1,0,4,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,4
300955,1,10,-1,1,3,3,1,-1,4,1,2,1,9,1,-1,-1,1,1316,520,1.475895482,1.055059054,3,0,4,-1,-1,4,-1,4,8,6,-1,-1,-1,1,3,3,7,-1,3,0,2,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,4
308977,2,10,-1,1,3,1,2,-1,3,1,2,1,9,3,-1,-1,1,1316,520,0.585634942,0.418647158,3,0,8,-1,-1,3,-1,8,1,4,-1,-1,-1,1,4,4,5,-1,1,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
301484,2,10,-1,1,3,2,2,-1,3,1,2,1,9,2,-1,-1,1,1316,520,1.171269885,0.837294315,3,1,4,-1,-1,4,-1,5,1,5,-1,-1,-1,4,3,3,4,-1,1,0,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4
307028,1,12,-1,1,3,1,2,-1,1,2,2,1,8,1,-1,-1,1,1386,647,0.585520918,0.418565646,3,0,4,-1,-1,6,-1,3,1,3,-1,-1,-1,7,8,1,8,-1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5
303442,2,11,-1,1,3,2,2,-1,3,2,1,1,8,1,-1,-1,1,1386,647,1.114603779,0.796785967,1,0,8,-1,-1,8,-1,8,8,8,-1,-1,-1,1,2,2,8,-1,1,0,2,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,2
308570,1,8,-1,1,3,2,2,-1,2,1,2,1,6,3,-1,-1,1,1086,695,1.886093873,1.34829359,3,0,4,-1,-1,4,-1,3,1,3,-1,-1,-1,1,2,1,4,-1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4
307699,2,9,-1,1,3,5,1,-1,2,1,1,1,6,1,-1,-1,1,1086,695,1.228685951,0.87833878,3,0,4,-1,-1,4,-1,4,1,3,-1,-1,-1,2,3,2,8,-1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4
311320,2,12,-1,1,3,1,2,-1,-9,2,2,1,2,1,-1,-1,2,1543,686,0.675698444,0.483029977,3,0,4,-1,-1,4,-1,4,1,8,-1,-1,-1,1,3,3,8,-1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4
308620,2,12,-1,1,3,1,2,-1,-9,2,2,1,2,1,-1,-1,2,1543,686,0.675698444,0.483029977,3,0,4,-1,-1,4,-1,4,8,4,-1,-1,-1,1,8,1,8,-1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
310064,2,12,-1,1,3,1,2,-1,3,2,2,1,2,1,-1,-1,2,1543,686,0.675698444,0.483029977,3,0,3,-1,-1,4,-1,2,2,4,-1,-1,-1,1,1,1,8,-1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4
306105,2,9,-1,1,3,4,1,-1,-9,1,1,1,2,3,-1,-1,2,1543,686,1.093847045,0.781947803,3,0,4,-1,-1,3,-1,3,1,3,-1,-1,-1,1,2,2,8,-1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5
308351,2,10,-1,1,3,5,1,-1,4,4,1,1,2,1,-1,-1,2,1543,686,1.078183234,0.770750366,3,0,3,-1,-1,3,-1,3,1,4,-1,-1,-1,1,2,3,8,-1,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
300063,2,11,-1,1,3,3,1,-1,-9,4,1,1,2,1,-1,-1,2,1543,686,1.040195509,0.743594451,3,0,3,-1,-1,2,-1,3,1,4,-1,-1,-1,1,3,1,8,-1,1,1,4,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,4
308217,1,12,-1,1,3,2,2,-1,3,2,1,1,2,3,-1,-1,2,1543,686,1.092865897,0.781246419,3,0,3,-1,-1,4,-1,4,5,4,-1,-1,-1,1,4,1,8,-1,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
302672,1,12,-1,1,3,1,2,-1,1,2,2,1,2,1,-1,-1,2,1543,686,0.546432949,0.390623209,3,0,4,-1,-1,4,-1,4,1,4,-1,-1,-1,1,4,2,8,-1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
302214,2,12,-1,1,3,2,2,-1,4,2,1,1,2,1,-1,-1,1,1543,686,1.351396887,0.966059955,3,0,3,-1,-1,4,-1,4,4,4,-1,-1,-1,1,1,1,8,-1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
308337,2,11,-1,1,3,2,2,-1,-9,2,1,1,2,1,-1,-1,1,1543,686,1.040195509,0.743594451,3,0,4,-1,-1,4,-1,3,3,3,-1,-1,-1,1,2,1,7,-1,2,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4
303104,1,9,-1,1,3,3,1,-1,3,1,1,1,2,1,-1,-1,1,1543,686,1.379411362,0.98608639,3,0,4,-1,-1,2,-1,2,1,3,-1,-1,-1,4,4,3,5,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4
308129,2,10,-1,1,3,3,2,-1,-9,1,2,1,2,1,-1,-1,1,1543,686,1.582961155,1.131596051,3,0,4,-1,-1,3,-1,3,1,3,-1,-1,-1,1,3,1,7,-1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5
306429,1,12,-1,1,3,2,2,-1,1,1,1,1,2,1,-1,-1,1,1543,686,1.092865897,0.781246419,3,0,3,-1,-1,3,-1,3,1,4,-1,-1,-1,4,5,2,5,-1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-8,4
308007,1,11,-1,1,3,1,2,-1,-9,1,2,1,4,1,-1,-1,1,1083,595,0.632853811,0.452402052,3,0,8,-1,-1,3,-1,8,1,3,-1,-1,-1,3,8,3,8,-1,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
308239,2,9,-1,1,3,3,1,-1,-9,1,1,1,4,3,-1,-1,1,1083,595,1.04114776,0.744275177,3,0,3,-1,-1,4,-1,3,1,4,-1,-1,-1,1,2,1,8,-1,1,0,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
302870,1,11,-1,1,3,3,2,-1,4,1,1,1,4,3,-1,-1,1,1083,595,1.898561434,1.357206155,3,0,8,-1,-1,8,-1,8,1,5,-1,-1,-1,7,3,3,8,-1,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
302847,1,12,-1,1,3,1,2,-1,3,1,2,1,6,1,-1,-1,1,1600,522,0.669917327,0.478897287,3,0,4,-1,-1,4,-1,4,1,4,-1,-1,-1,1,4,4,8,-1,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,2
300150,2,9,-1,1,3,5,1,-1,-9,1,1,1,6,3,-1,-1,1,1600,522,1.228685951,0.87833878,1,0,8,-1,-1,8,-1,8,4,4,-1,-1,-1,1,1,1,8,-1,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5
310079,2,9,-1,1,3,5,1,-1,3,1,2,1,6,2,-1,-1,1,1600,522,1.228685951,0.87833878,3,0,3,-1,-1,3,-1,4,1,1,-1,-1,-1,1,2,2,3,-1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
309309,1,5,-1,1,3,4,1,-1,4,4,2,1,6,3,-1,-1,1,1600,522,3.410073717,2.437726245,3,0,8,-1,-1,3,-1,2,1,4,-1,-1,-1,1,4,4,4,-1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-8,4
