SerialNo,RespSex,Age_Banded,age_dv,Country_DV,surveyyear,bhhsize,below16,Below6,hhdinc,workstat,marstat2,bethnicity,Region_DV,Religion_DV,WIMD_2014_quintile,NIMD_2010_quintile,UrbanRuralInd,psu_dv,stratum_dv,combinedW1_4weight,countryW1_4weight,dietary,fdreac_dv,Q2_14sub_DV,Q2_14su2_DV,Q2_14su3_DV,Q2_14su4_DV,Q2_14su5_DV,Q2_14su6_DV,Q2_14su7_DV,Q2_14su8_DV,q2_14su9_DV,q2_14s10_DV,q2_14s11_DV,Q2_14s12_DV,Q2_14s13_DV,Q2_14s14_DV,Q2_14s15_DV,q2_14s16_DV,Q3_1,q3_131,Q6_4,Q11_8bDV,Q11_8bD2,Q11_8bD3,Q11_8bD4,Q11_8bD5,Q11_8bD6,Q11_8bD7,Q11_8bD8,Q11_8bD9,Q11_8b18,Q11_8b19,Q11_8b20,Q11_8b22,Q11_8b23,w3w2_Q11_8b_15,Q11_8b21,W3_Q11_8b_19,Q11_8b24,Q11_8b25,Q11_8b25v2,bpoison,Q4_27_6_Slice
208695,2,12,-1,1,2,2,2,-1,3,2,2,1,4,1,-1,-1,2,1110,529,1.195546334,-1,3,0,1,-1,-1,4,-1,3,3,5,-1,-1,-1,8,3,1,8,-1,1,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,-1,0,0,0,2,4
207148,1,9,-1,1,2,1,2,-1,2,1,2,1,4,1,-1,-1,2,1110,529,0.791197928,-1,3,0,7,-1,-1,4,-1,4,1,5,-1,-1,-1,1,3,5,4,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,2,2
207387,1,9,-1,1,2,4,1,-1,4,1,1,1,3,1,-1,-1,1,1831,724,1.487049636,-1,3,0,3,-1,-1,3,-1,3,1,3,-1,-1,-1,2,1,1,3,-1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,1,4
205953,1,10,-1,1,2,3,2,-1,2,1,2,1,3,3,-1,-1,1,1554,624,1.781755871,-1,3,0,4,-1,-1,2,-1,4,1,1,-1,-1,-1,3,3,3,8,-1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,5
203768,2,10,-1,1,2,4,1,-1,2,1,1,1,3,3,-1,-1,1,1554,624,1.034146528,-1,3,0,3,-1,-1,4,-1,4,1,4,-1,-1,-1,1,3,3,8,-1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,-1,0,0,0,2,4
201287,2,12,-1,1,2,1,2,-1,2,2,2,1,8,1,-1,-1,1,1279,676,0.568899535,-1,3,0,3,-1,-1,6,-1,5,2,5,-1,-1,-1,1,1,2,8,-1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,5
208669,2,12,-1,1,2,2,2,-1,2,2,1,1,4,1,-1,-1,1,1698,529,1.195546334,-1,3,0,3,-1,-1,4,-1,4,1,4,-1,-1,-1,1,3,1,7,-1,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-1,-1,0,0,0,2,4
207015,1,6,-1,1,2,4,1,-1,3,1,2,1,2,3,-1,-1,1,1649,531,2.930326509,-1,3,0,4,-1,-1,4,-1,4,1,3,-1,-1,-1,4,8,1,8,-1,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,2,5
204473,2,10,-1,1,2,4,1,-1,2,4,2,2,5,2,-1,-1,1,1287,521,1.243919687,-1,3,1,4,-1,-1,3,-1,8,1,1,-1,-1,-1,1,1,4,4,-1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,2,4
208361,2,8,-1,1,2,4,1,-1,4,4,1,1,8,1,-1,-1,1,1781,703,0.910765388,-1,3,0,4,-1,-1,4,-1,8,1,4,-1,-1,-1,1,1,1,8,-1,1,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-1,-1,0,0,0,2,5
204638,1,10,-1,1,2,4,1,-1,3,1,1,1,8,3,-1,-1,1,1781,703,1.50596299,-1,3,0,4,-1,-1,3,-1,4,1,4,-1,-1,-1,1,4,2,6,-1,3,1,4,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,-1,-1,0,0,0,2,5
206050,1,9,-1,1,2,1,2,-1,2,1,2,1,1,1,-1,-1,1,1845,632,0.574813701,-1,3,1,4,-1,-1,2,-1,8,1,6,-1,-1,-1,4,4,4,7,-1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,2,5
209595,2,8,-1,1,2,4,1,-1,3,4,1,1,9,1,-1,-1,1,1812,502,1.09410861,-1,3,0,6,-1,-1,4,-1,3,1,3,-1,-1,-1,1,1,1,5,-1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-1,-1,0,0,0,1,2
204472,1,12,-1,1,2,2,2,-1,3,1,2,1,9,1,-1,-1,1,1812,502,1.388511534,-1,3,0,5,-1,-1,3,-1,8,1,4,-1,-1,-1,5,3,3,8,-1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,-1,0,0,0,2,4
205012,2,12,-1,1,2,1,2,-1,-9,2,2,1,9,1,-1,-1,1,1812,502,0.683422852,-1,3,0,7,-1,-1,4,-1,3,1,4,-1,-1,-1,1,8,1,5,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,1,4
205591,1,12,-1,1,2,2,2,-1,2,2,1,1,8,1,-1,-1,1,1908,722,1.155834288,-1,3,0,3,-1,-1,5,-1,4,4,4,-1,-1,-1,4,4,3,8,-1,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,2,5
202238,2,7,-1,1,2,2,2,-1,2,3,2,1,8,3,-1,-1,1,1908,722,1.153377111,-1,3,0,4,-1,-1,2,-1,5,1,4,-1,-1,-1,3,2,4,8,-1,4,0,4,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,-1,-1,0,0,0,1,3
202303,1,12,-1,1,2,2,2,-1,-9,2,1,1,8,1,-1,-1,1,1908,722,1.155834288,-1,3,0,4,-1,-1,4,-1,3,1,4,-1,-1,-1,1,1,1,8,-1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,5
205405,1,9,-1,1,2,5,1,-1,-9,4,1,1,2,3,-1,-1,1,1577,591,2.032845181,-1,3,0,3,-1,-1,3,-1,8,1,4,-1,-1,-1,3,4,4,8,-1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,5
203866,2,12,-1,1,2,1,2,-1,-9,2,2,1,2,3,-1,-1,1,1577,591,0.599157833,-1,3,0,2,-1,-1,4,-1,2,1,5,-1,-1,-1,1,1,1,8,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,2,5
206835,2,9,-1,1,2,3,1,-1,2,1,2,1,1,1,-1,-1,1,1845,632,0.39974563,-1,3,0,5,-1,-1,3,-1,4,3,3,-1,-1,-1,2,2,3,4,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,1,4
211118,2,8,-1,1,2,3,1,-1,1,1,2,1,1,3,-1,-1,1,1845,632,0.438057516,-1,3,0,8,-1,-1,6,-1,8,3,4,-1,-1,-1,3,3,3,8,-1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,2,4
204813,1,11,-1,1,2,2,2,-1,2,2,1,1,1,1,-1,-1,1,1845,632,0.784660274,-1,3,0,6,-1,-1,3,-1,4,3,4,-1,-1,-1,4,3,1,8,-1,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,2,2
210966,2,11,-1,1,2,2,2,-1,4,2,1,1,8,1,-1,-1,2,1016,703,0.84503109,-1,3,0,4,-1,-1,4,-1,4,1,4,-1,-1,-1,4,3,2,8,-1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,-1,0,0,0,1,5
207705,2,11,-1,1,2,2,2,-1,-9,1,1,1,8,1,-1,-1,1,1016,703,1.064840336,-1,3,0,4,-1,-1,4,-1,3,1,5,-1,-1,-1,1,4,1,7,-1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,4
209978,2,12,-1,2,2,1,2,-1,1,2,2,1,10,1,-1,-1,1,1697,719,0.733351938,0.527058955,3,0,3,-1,-1,2,-1,3,1,4,-1,-1,-1,6,5,1,5,-1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,2,4
205072,2,10,-1,2,2,2,2,-1,2,1,1,1,10,1,-1,-1,1,1697,719,1.350043549,0.970274305,3,0,5,-1,-1,3,-1,1,1,4,-1,-1,-1,1,4,1,5,-1,4,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,-1,-1,0,0,0,2,4
204814,2,10,-1,1,2,3,1,-1,2,4,2,1,5,1,-1,-1,2,1465,648,0.815619312,-1,3,0,4,-1,-1,3,-1,2,1,3,-1,-1,-1,2,2,3,7,-1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,2,3
200124,2,12,-1,1,2,2,2,-1,4,2,1,1,3,3,-1,-1,1,1339,609,1.123509477,-1,3,0,4,-1,-1,4,-1,4,1,3,-1,-1,-1,1,2,1,8,-1,1,0,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,-1,-1,0,0,0,1,5
201428,1,12,-1,1,2,1,2,-1,4,2,2,1,9,1,-1,-1,1,1321,502,0.694255767,-1,3,0,4,-1,-1,5,-1,6,1,2,-1,-1,-1,1,1,4,8,-1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,2,3
204154,2,8,-1,1,2,2,2,-1,3,4,2,2,9,3,-1,-1,1,1321,502,1.09410861,-1,3,0,4,-1,-1,4,-1,8,1,4,-1,-1,-1,1,1,1,8,-1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,-1,-1,0,0,0,2,5
211171,2,12,-1,1,2,1,2,-1,1,2,2,1,9,1,-1,-1,1,1321,502,0.683422852,-1,3,0,3,-1,-1,3,-1,7,1,4,-1,-1,-1,1,1,2,8,-1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,5
210072,1,12,-1,1,2,2,2,-1,4,1,1,1,1,1,-1,-1,1,1286,580,0.882344904,-1,3,0,3,-1,-1,4,-1,3,1,3,-1,-1,-1,1,3,3,7,-1,2,0,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,0,0,0,-8,3
205272,2,12,-1,1,2,4,2,-1,-9,2,1,1,4,1,-1,-1,1,1565,598,2.391092668,-1,3,0,2,-1,-1,3,-1,2,3,3,-1,-1,-1,1,2,1,7,-1,2,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-1,-1,0,0,0,2,4
207951,1,7,-1,1,2,1,2,-1,2,1,2,1,4,1,-1,-1,1,1565,598,0.974518155,-1,3,0,5,-1,-1,4,-1,5,1,5,-1,-1,-1,1,2,3,6,-1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,-1,0,0,0,1,5
207118,1,9,-1,1,2,1,2,-1,3,1,2,1,3,3,-1,-1,1,1309,557,0.743524818,-1,3,0,4,-1,-1,4,-1,8,3,4,-1,-1,-1,4,4,3,8,-1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,0,0,2,4
208073,2,12,-1,1,2,1,2,-1,1,2,2,1,8,1,-1,-1,1,1314,722,0.568899535,-1,3,0,3,-1,-1,4,-1,4,3,4,-1,-1,-1,1,8,3,8,-1,2,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,0,0,0,2,3
201342,2,12,-1,1,2,1,2,-1,1,2,2,1,8,1,-1,-1,1,1314,722,0.568899535,-1,3,0,7,-1,-1,1,-1,6,1,5,-1,-1,-1,1,8,3,8,-1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-8,3
200314,2,11,-1,1,2,2,2,-1,-9,1,1,1,8,3,-1,-1,1,1314,722,1.064840336,-1,3,0,4,-1,-1,1,-1,3,1,7,-1,-1,-1,3,7,3,6,-1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,2,5
203962,1,9,-1,1,2,3,1,-1,3,1,1,1,6,1,-1,-1,1,1581,689,1.426892153,-1,3,0,4,-1,-1,4,-1,1,1,4,-1,-1,-1,1,3,3,5,-1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,1,4
210073,2,8,-1,1,2,2,2,-1,4,1,2,1,4,1,-1,-1,1,1906,717,1.205921843,-1,3,0,5,-1,-1,2,-1,4,1,5,-1,-1,-1,1,1,3,8,-1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,-1,0,0,0,2,4
204947,2,9,-1,1,2,3,2,-1,4,4,2,1,3,3,-1,-1,1,1505,557,1.231009859,-1,3,0,3,-1,-1,4,-1,8,1,8,-1,-1,-1,4,3,1,8,-1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,4
209639,2,12,-1,1,2,2,2,-1,2,2,1,1,3,1,-1,-1,1,1505,557,1.123509477,-1,3,0,3,-1,-1,4,-1,3,1,3,-1,-1,-1,5,2,2,7,-1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,4
201565,2,8,-1,1,2,5,1,-1,3,4,1,1,2,1,-1,-1,1,1179,628,0.959206648,-1,3,0,3,-1,-1,3,-1,4,4,4,-1,-1,-1,1,4,1,8,-1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,2,4
204050,2,9,-1,1,2,1,2,-1,3,1,2,1,2,1,-1,-1,1,1179,628,0.551501349,-1,3,0,4,-1,-1,2,-1,3,1,1,-1,-1,-1,5,2,2,3,-1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,3
203194,1,12,-1,1,2,1,2,-1,1,2,2,1,2,1,-1,-1,1,1713,591,0.608655065,-1,3,0,2,-1,-1,4,-1,4,1,4,-1,-1,-1,6,6,1,6,-1,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,-1,0,0,0,2,4
203386,1,9,-1,1,2,3,1,-1,1,4,2,1,2,1,-1,-1,1,1713,591,1.355230121,-1,3,0,4,-1,-1,3,-1,4,1,5,-1,-1,-1,1,1,1,8,-1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,-1,0,0,0,1,2
202478,2,11,-1,1,2,1,2,-1,-9,1,2,1,1,1,-1,-1,1,1090,634,0.406440808,-1,3,0,3,-1,-1,3,-1,4,1,1,-1,-1,-1,6,4,3,7,-1,1,0,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,-1,-1,0,0,0,2,5
201779,1,10,-1,1,2,3,2,-1,4,1,1,1,4,1,-1,-1,1,1768,529,1.89599798,-1,3,0,4,-1,-1,3,-1,5,4,4,-1,-1,-1,8,5,2,7,-1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,-1,0,0,0,2,4
209625,2,9,-1,1,2,3,2,-1,4,1,1,1,4,1,-1,-1,1,1768,529,1.650680455,-1,3,0,4,-1,-1,3,-1,5,3,2,-1,-1,-1,4,3,2,8,-1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,2,4
205092,2,10,-1,1,2,2,2,-1,-9,1,1,1,7,3,-1,-1,1,1216,530,1.343116888,-1,3,0,8,-1,-1,8,-1,8,1,4,-1,-1,-1,4,3,3,3,-1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,2,4
208770,2,7,-1,1,2,2,2,-1,-9,4,1,2,7,2,-1,-1,1,1216,530,1.47915684,-1,1,0,8,-1,-1,8,-1,8,2,4,-1,-1,-1,3,2,2,7,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,2,2
207763,2,12,-1,1,2,1,2,-1,-9,2,2,1,7,1,-1,-1,1,1216,530,0.729589334,-1,3,0,6,-1,-1,3,-1,8,1,3,-1,-1,-1,1,1,1,8,-1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,5
207358,2,8,-1,1,2,5,1,-1,3,4,2,1,2,3,-1,-1,1,1811,516,0.959206648,-1,3,0,4,-1,-1,4,-1,3,1,4,-1,-1,-1,1,8,1,8,-1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,2,2
203170,2,10,-1,1,2,2,2,-1,3,1,1,2,2,2,-1,-1,1,1811,516,1.103002698,-1,3,1,6,-1,-1,4,-1,4,1,8,-1,-1,-1,1,1,1,8,-1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,2
204811,2,11,-1,1,2,3,2,-1,3,1,2,1,8,1,-1,-1,2,1357,676,1.597260504,-1,3,0,4,-1,-1,3,-1,4,1,4,-1,-1,-1,1,2,1,8,-1,4,0,2,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,-1,-1,0,0,0,2,4
200860,2,8,-1,1,2,2,2,-1,4,1,2,1,3,1,-1,-1,1,1860,578,1.133259817,-1,3,0,5,-1,-1,4,-1,5,1,3,-1,-1,-1,1,1,2,8,-1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-1,-1,0,0,0,1,2
210084,1,10,-1,1,2,4,1,-1,4,1,1,1,3,1,-1,-1,1,1860,578,1.487049636,-1,3,0,4,-1,-1,4,-1,3,1,4,-1,-1,-1,1,4,2,8,-1,3,0,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-1,-1,0,0,0,1,4
211080,2,12,-1,1,2,1,2,-1,2,2,2,1,8,1,-1,-1,1,1198,703,0.568899535,-1,3,0,4,-1,-1,4,-1,3,3,3,-1,-1,-1,2,3,2,8,-1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,2,5
202546,1,10,-1,1,2,4,2,-1,3,1,2,1,2,1,-1,-1,1,1226,650,3.17212255,-1,3,0,4,-1,-1,5,-1,3,1,4,-1,-1,-1,1,4,1,5,-1,4,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-1,-1,0,0,0,2,3
201721,1,9,-1,1,2,4,1,-1,4,1,1,1,2,3,-1,-1,1,1226,650,1.586061275,-1,3,0,4,-1,-1,4,-1,4,1,4,-1,-1,-1,1,4,2,4,-1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,2,4
208980,1,8,-1,1,2,5,1,-1,2,3,2,1,1,3,-1,-1,1,1602,632,1.071812715,-1,3,0,8,-1,-1,8,-1,8,1,8,-1,-1,-1,7,8,8,8,-1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,2,5
209403,1,8,-1,1,2,1,2,-1,-9,4,2,1,4,3,-1,-1,1,1565,598,0.737644212,-1,3,0,5,-1,-1,4,-1,4,1,1,-1,-1,-1,4,8,4,8,-1,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,0,1,2
207061,2,8,-1,1,2,2,2,-1,3,1,2,1,4,3,-1,-1,1,1565,598,1.205921843,-1,3,0,4,-1,-1,5,-1,8,1,1,-1,-1,-1,6,4,4,6,-1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,4
201041,2,9,-1,1,2,3,1,-1,3,1,1,1,6,1,-1,-1,1,1774,660,0.992310902,-1,3,0,4,-1,-1,4,-1,6,1,4,-1,-1,-1,1,4,1,8,-1,1,0,4,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-1,-1,0,0,0,1,5
207299,1,8,-1,1,2,3,2,-1,2,1,2,2,4,2,-1,-1,1,1914,537,2.589852971,-1,3,0,4,-1,-1,3,-1,4,3,4,-1,-1,-1,3,2,3,4,-1,3,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,-1,0,0,0,2,2
208519,2,8,-1,1,2,2,2,-1,1,3,2,1,1,3,-1,-1,1,1219,632,0.695263333,-1,3,0,4,-1,-1,5,-1,6,6,8,-1,-1,-1,5,8,4,8,-1,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,-1,-1,0,0,0,2,3
209107,1,10,-1,1,2,4,1,-1,3,1,1,1,1,1,-1,-1,1,1219,632,1.724441104,-1,3,0,4,-1,-1,5,-1,2,3,8,-1,-1,-1,8,2,3,8,-1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,5
204518,1,10,-1,1,2,2,2,-1,2,1,1,1,1,1,-1,-1,1,1219,632,1.149627403,-1,3,0,4,-1,-1,4,-1,3,3,4,-1,-1,-1,1,8,3,8,-1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,1,3
210964,1,8,-1,1,2,5,1,-1,1,3,2,1,1,3,-1,-1,1,1219,632,1.071812715,-1,3,0,4,-1,-1,3,-1,7,4,4,-1,-1,-1,8,5,3,8,-1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,1,1
207503,1,6,-1,1,2,3,2,-1,-9,4,2,1,1,1,-1,-1,1,1219,632,1.814873016,-1,3,0,4,-1,-1,4,-1,3,3,5,-1,-1,-1,4,8,4,8,-1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,5
202571,2,8,-1,1,2,1,2,-1,1,4,2,1,1,3,-1,-1,1,1219,632,0.347631666,-1,3,0,5,-1,-1,5,-1,4,3,3,-1,-1,-1,5,8,8,8,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,5
208190,1,12,-1,1,2,1,2,-1,1,2,2,1,1,1,-1,-1,1,1219,632,0.441172452,-1,3,0,4,-1,-1,4,-1,4,8,6,-1,-1,-1,7,6,4,8,-1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,4
204524,2,11,-1,1,2,2,2,-1,-9,4,1,1,1,1,-1,-1,1,1090,634,0.64508285,-1,3,0,4,-1,-1,4,-1,5,1,3,-1,-1,-1,4,3,3,8,-1,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,-1,0,0,0,1,5
209112,2,12,-1,1,2,1,2,-1,-9,2,2,1,1,1,-1,-1,1,1090,634,0.434288557,-1,3,0,4,-1,-1,4,-1,4,1,4,-1,-1,-1,4,3,2,8,-1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,4
207410,2,9,-1,1,2,2,2,-1,-9,1,2,1,8,3,-1,-1,1,1016,703,1.047299539,-1,3,0,4,-1,-1,4,-1,4,1,2,-1,-1,-1,1,1,1,6,-1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,-1,0,0,0,2,5
211306,2,7,-1,1,2,2,2,-1,3,1,2,1,8,1,-1,-1,1,1016,703,1.453393236,-1,3,0,4,-1,-1,2,-1,6,3,5,-1,-1,-1,1,1,4,3,-1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,-1,-1,0,0,0,1,1
201945,2,12,-1,1,2,1,2,-1,1,2,2,2,2,1,-1,-1,1,1811,516,0.599157833,-1,3,0,8,-1,-1,8,-1,8,3,2,-1,-1,-1,2,4,1,7,-1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,2
202854,2,7,-1,1,2,3,1,-1,2,1,2,1,2,3,-1,-1,1,1577,591,0.765347736,-1,3,0,3,-1,-1,3,-1,1,1,4,-1,-1,-1,1,1,3,8,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,0,1,5
208146,2,9,-1,1,2,1,2,-1,1,1,2,1,2,1,-1,-1,1,1577,591,0.551501349,-1,3,0,3,-1,-1,3,-1,4,1,2,-1,-1,-1,3,3,2,4,-1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-8,5
201404,1,11,-1,1,2,3,1,-1,4,1,2,1,8,3,-1,-1,1,1908,722,0.601472503,-1,1,0,8,-1,-1,8,-1,8,3,8,-1,-1,-1,1,3,1,7,-1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,-8,5
205248,1,9,-1,1,2,2,2,-1,4,1,1,1,8,1,-1,-1,1,1908,722,1.50596299,-1,3,0,3,-1,-1,3,-1,4,3,4,-1,-1,-1,8,5,1,8,-1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,5
202019,2,12,-1,1,2,2,2,-1,2,2,1,1,9,1,-1,-1,2,1028,623,1.366845704,-1,3,0,4,-1,-1,4,-1,5,1,4,-1,-1,-1,3,4,1,8,-1,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-1,-1,0,0,0,1,2
207880,2,9,-1,1,2,1,2,-1,1,1,2,1,3,1,-1,-1,1,1012,675,0.517073264,-1,3,0,4,-1,-1,3,-1,3,1,4,-1,-1,-1,4,1,1,6,-1,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,2,5
205582,1,12,-1,1,2,1,2,-1,1,2,2,1,3,1,-1,-1,1,1012,675,0.570659096,-1,3,0,2,-1,-1,3,-1,4,1,4,-1,-1,-1,1,4,4,8,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,5
208277,1,9,-1,1,2,1,2,-1,-9,1,2,1,8,1,-1,-1,1,1362,651,0.643394564,-1,3,0,4,-1,-1,4,-1,4,1,4,-1,-1,-1,1,7,1,8,-1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,2,4
204935,1,12,-1,1,2,2,2,-1,4,2,1,1,2,1,-1,-1,1,1455,716,1.21731013,-1,3,0,4,-1,-1,4,-1,4,1,4,-1,-1,-1,1,4,1,8,-1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,2,4
203893,2,12,-1,1,2,2,2,-1,-9,2,1,1,2,1,-1,-1,1,1455,716,1.198315666,-1,3,0,4,-1,-1,4,-1,4,3,3,-1,-1,-1,5,8,3,7,-1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,-1,0,0,0,1,1
205150,1,7,-1,1,2,1,2,-1,3,1,2,2,4,3,-1,-1,1,1906,717,0.974518155,-1,3,0,4,-1,-1,3,-1,5,4,4,-1,-1,-1,2,3,8,4,-1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-1,-1,0,0,0,2,3
